Initial data for earth circular orbit around sun for stability test and escape velocity
#	X			Y			Z			VX			VY			VZ			M
1	0			0			0			0	 		0			0			1
2	1.0			0			0			0			6.28318530718		0			3.003467E-6
3	1.0			0			0			0			7.28318530718		0			3.003467E-6
4	1.0			0			0			0			8.28318530718		0			3.003467E-6
5	1.0			0			0			0			9.28318530718		0			3.003467E-6
6	1.0			0			0			0			10.28318530718		0			3.003467E-6
7	1.0			0			0			0			11.28318530718		0			3.003467E-6
8	1.0			0			0			0			12.28318530718		0			3.003467E-6
9	1.0			0			0			0			13.28318530718		0			3.003467E-6
10	1.0			0			0			0			14.28318530718		0			3.003467E-6



